IDSong,F0010,F0011,F0013,F0021,F0109,F0110,F0113,F0116,F0121,F0133,F0136,F0151,F0155,F0246,F0247,F0251,F0328,F0404,F0406,F0407,F0437,F0438,F0466,F0469,F0507,F0525,F0526,F0529,F0753,F0770,F0772,F0776,F0778,F0782,F0891,F0897,F0899,F0905,F0909,F0911,F0917,F0923,F0927,F0945,F0946,F0958,F1053,F1059,F1065,F1071,F1077,F1089,F1090,F1096,F1101,F1151,F1152,F1166,F1194,F1419,F1441,F1455,F1469,F1475,F1483,F1486,F1489,F1497,F1537,F1550,F1574,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),ORIGINAL-TEXTURE-Musical Layers (Mean),ORIGINAL-TEXTURE-Musical Layers (Max),ORIGINAL-TEXTURE-Musical Layers (Std),ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),Quadrant,Energy,Valence,Accouticness,Instrumentalness,Key,Speechiness,Loudness,Liveness,Mode,Tempo,Time_signature,Danceability
MT0000348553,144.49,2.5667,1507.5,1.739,0.13337,1.1479,0.038153,1.5159,775.31,1.0641,6.329,0.084867,0.41771,0.36938,0.060186,0.23025,0.78088,0.095595,3.8831,1.2708,7.1341,1.1603,0.12208,0.68564,0.06195,5.7329,1.7494,10.097,0.099727,0.25662,0.063671,0.43201,0.047962,0.59041,0.46748,0.47227,0.26819,-0.011489,0.48661,0.0097994,-0.086705,0.078753,0.42629,0.40944,0.16483,0.18591,3.2385,3.3469,3.97,4.5642,4.6382,5.4234,2.2152,2.4676,6.6432,9.2099,7.0447,161300,14.302,0.2447,0.61198,0.40663,-0.21883,0.064299,2.0724,3.1981,0.63399,3.2231,0.0011686,0.35058,0.38533,106.52,0.1043,1200.6,0.54545,1.9376,6,1.1105,0.32432,0.36581,1.297,1.297,0.54277,3968.4,4489.8,3264.2,0,1.0989,1.6271,17.328,1.5833,1.1845,-0.14009,3762.2,183.66,2.0411,0,0.18182,-0.094088,0.86505,Q4,0.0439,-0.32,0.8,0,0,0.041,-19.752,0.119,1,102.493,4,0.543
MT0000364027,83.039,2.0873,822.73,3.6787,0.059541,0.3957,0.15162,1.6961,260.82,0.39257,3.5218,0.032904,0.68835,0.41282,0.037805,0.29772,0.64063,0.046115,1.7443,0.68424,4.6656,0.82699,0.058879,0.36859,0.096531,5.7136,0.91242,8.9501,0.18371,0.305,0.043172,0.4524,0.051351,0.62556,0.43464,0.47394,0.076095,0.076934,0.34982,0.50589,0.58571,0.76669,0.32391,0.31852,0.18323,0.18189,4.0597,4.8199,5.2623,5.5063,6.154,6.8448,2.9636,3.2806,7.985,22.928,21.061,402320,4.6446,0.10092,-2.6462,-1.5304,-3.2709,0.082505,0.90646,1.0269,0.13762,-0.070573,0.0046961,0.30215,-1.695,69.277,0.045318,1783.8,0.33333,3.6446,7,1.2023,0.018147,0.099768,0.26605,1.5963,0.40952,5681,6895.7,4429,0.55364,1.0698,1.7624,20.264,1.9932,5.7369,2.0194,5703.7,375.79,2.3293,0.87316,0.1828,-3.7526,1.0314,Q1,0.868,-0.51,0.0703,0.854,6,0.0956,-5.606,0.974,0,92.043,4,0.549
MT0000369789,83.924,0.8912,556.65,2.0734,0.08742,0.30643,0.047139,1.3622,424.27,0.85854,5.6352,0.058865,0.5468,0.39099,0.058384,0.20658,0.5973,0.032324,2.1496,0.78771,6.6188,1.2143,0.066387,0.57311,0.055499,7.1077,1.3108,10.691,0.12781,0.24141,0.049779,0.3732,0.062183,0.53058,0.42065,0.28241,0.88975,0.51766,0.28875,0.87058,0.56343,0.65154,0.27756,0.34568,0.21347,0.14702,4.3165,4.2749,5.2656,5.7213,5.6574,6.6273,3.2043,2.549,6.1094,6.7348,6.4553,134200,9.7846,0.15061,-0.2821,-0.66793,-0.76643,0.08923,0.98954,1.6671,0.31511,3.7028,0.00036152,0.28116,-0.49606,135.78,0.063796,1679.7,0.22222,3.3087,7,1.2862,0.085521,0.066512,0.63186,1.2637,0.71943,5298.3,5583,4751.7,0.39796,0.58817,1.877,11.182,1.5422,2.7121,1.0994,4380.5,356.69,3.4247,0.48555,0.32432,-0.61625,0.6987,Q4,0.0874,-0.891,0.949,0.126,1,0.0336,-19.878,0.0979,1,53.564,4,0.125
MT0000377411,60.929,0.84893,477.85,3.1102,0.065687,-0.39099,0.41836,1.1402,498.48,0.23346,1.3805,0.024675,0.80524,0.47271,0.016905,0.40552,0.38448,0.15875,1.6056,0.68115,4.4289,0.32774,0.028438,0.16,0.38159,0.87033,0.76988,3.5384,0.16274,0.49604,0.025139,0.65526,0.028561,0.80088,0.63007,0.59797,-0.22087,-0.14195,0.5601,-0.21492,-0.18729,-0.1735,0.5716,0.58003,0.10675,0.09911,2.8645,2.8712,3.0683,3.2888,3.5369,3.6543,1.0159,1.2331,4.2576,35.266,37.666,3992900,2.2207,0.14915,-3.8638,-2.9072,-3.223,0.10671,1.6372,0.74021,0.05251,0.47006,0.011888,0.17795,-1.8059,0,0,0,0,0.54479,3,0.64888,0.38803,0.39907,0.43233,0.066512,0.17705,6333.5,6840,5816.1,0.57675,0,0,0,0,0,0,0,0,0,0,0,-1.8023,0.96487,Q2,0.756,-0.41,1.65E-05,0.463,0,0.0432,-8.064,0.322,1,130.959,4,0.243
MT0000379144,106.79,1.619,880.75,1.2374,0.090639,-0.022871,0.36492,1.9792,426.09,0.26158,1.8516,0.028023,0.7989,0.38292,0.064844,0.22171,0.66536,0.11637,2.8932,0.69635,5.2151,0.71625,0.055286,0.22248,0.31644,2.4511,0.98905,4.722,0.20954,0.41643,0.035408,0.59345,0.052274,0.72469,0.54418,0.44492,0.18838,0.027021,0.4468,0.13681,0.22438,0.28869,0.40646,0.41348,0.16766,0.13338,3.483,3.652,4.3303,4.5536,4.9516,5.161,1.957,2.5515,5.5702,26.087,25.837,2804900,2.2621,0.15718,-0.017878,-1.3969,-0.7173,0.11587,1.4637,0.81981,0.10372,1.6355,0.0053288,0.18741,-0.54087,219.44,0.10684,1690.8,0.5,1.5598,5,0.81196,0.46892,0.53209,1.2305,0.96442,0.7216,5422.9,6183.9,4649.3,0.49857,0.94368,2.8273,19.447,1.5436,1.5585,0.61036,4621.5,227.85,2.6683,0.45863,0.2069,0.034732,0.89832,Q3,0.605,0.474,0.42,2.26E-06,5,0.0394,-10.502,0.0954,0,139.468,3,0.411
MT0000392975,136.99,1.3215,904.28,2.1738,0.14461,0.052194,0.11281,0.89505,769.98,0.7612,4.0863,0.055204,0.67631,0.38153,0.06911,0.16288,0.6799,0.077237,3.1199,1.2174,5.4145,1.7924,0.051516,0.49237,0.16505,4.8664,2.1657,9.5029,0.20257,0.34384,0.061476,0.47496,0.070784,0.58598,0.48741,0.39796,0.38724,0.43491,0.34047,0.5308,0.54071,0.45071,0.35778,0.31847,0.19353,0.18182,4.006,4.0535,4.7411,5.0016,5.3499,6.2502,2.6312,2.6919,6.159,18.365,17.418,787650,3.0316,0.22364,-0.57975,-0.34209,-0.67338,0.11317,1.5693,1.275,0.20892,1.7566,0.0044974,0.25228,-0.78074,71.483,0.1381,1620.6,0.66667,1.7707,5,1.045,0.39479,0.93117,1.5963,1.4633,0.75636,5654.8,6507.8,4300.4,0.45553,1.0343,1.3562,22.997,1.316,1.7817,0.64505,5032.4,559.3,1.6406,1,0.09434,-0.65482,1.7301,Q1,0.434,0.37,0.783,0.333,8,0.103,-11.899,0.0875,1,96.928,4,0.564
MT0000414517,160.65,1.5022,1144.2,3.4111,0.12147,0.28604,0.049865,0.84628,664.13,0.90303,5.6163,0.097841,0.29824,0.44182,0.041702,0.28009,0.58213,0.10994,4.6956,1.1819,7.8111,1.0571,0.10834,0.48124,0.095684,5.1788,1.5417,9.7729,0.13148,0.27341,0.050392,0.4389,0.048874,0.62137,0.48346,0.51917,-0.085343,-0.14571,0.50978,-0.19629,-0.11279,-0.0022482,0.45138,0.4668,0.16326,0.15863,3.2235,3.3877,3.7351,4.1959,4.4842,4.8865,2.2067,2.3594,5.727,24.748,23.459,459500,7.9418,0.28118,-0.70775,-1.035,-1.8962,0.10986,2.1835,1.6987,0.26459,1.0255,0.0073329,0.16598,-0.58428,65.938,0.018617,966.16,0.14286,2.3774,6,1.1759,0.14131,0.49884,1.4633,2.4609,0.36264,4586.3,5003.7,3639.7,0.15663,1.59,1.5,21.485,1.5,1.5,0.51129,4849.2,256.25,1.5,0.69898,0.076923,-0.49957,0.79851,Q1,0.789,0.6,0.71,0.18,1,0.0431,-8.793,0.0792,1,107.342,4,0.628
MT0000426771,74.197,0.55051,432.33,1.0367,0.10175,0.33194,0.13013,2.5478,322.98,0.48707,3.5722,0.053612,0.58293,0.40864,0.053464,0.26631,0.76193,0.059985,1.6844,0.64339,5.5107,0.68652,0.060795,0.34572,0.10972,4.7901,0.83083,7.4497,0.15058,0.30354,0.033502,0.49009,0.032818,0.6424,0.52666,0.47993,0.12649,0.39483,0.40241,0.25672,0.38619,0.49241,0.37019,0.3509,0.14738,0.12457,3.7781,3.6204,4.257,5.3363,5.1758,6.1403,2.3895,3.1005,6.3203,5.1423,8.9866,385410,3.3569,0.12575,-1.5579,-1.7164,-1.7983,0.072899,0.80586,1.5971,0.16226,1.4567,0.00061159,0.34671,-1.1427,0,0,0,0,3.789,7,1.2477,0.027606,0.099768,0.19954,0.66512,0.67028,4144.8,4805.6,3200.3,0.044887,0.69192,1.5796,14.013,2.0135,2.3069,-1.1183,4401.1,295.51,1.742,0.2549,0.088889,0.32469,0.39925,Q3,0.947,0.334,0.0016,0.0817,9,0.174,-6.883,0.402,1,84.084,4,0.618
MT0000441552,114.95,3.8553,1499.8,3.1102,0.093288,0.31418,0.26317,0.68104,593.74,0.3878,2.4293,0.042672,0.71915,0.44363,0.030451,0.29169,0.66047,0.13778,2.5314,0.80372,4.4757,0.49847,0.060337,0.22773,0.18684,2.9971,0.91795,5.8389,0.18287,0.35966,0.041805,0.52328,0.04123,0.67767,0.51416,0.49464,-0.12881,-0.23975,0.51691,-0.22104,-0.23906,-0.066948,0.43818,0.51725,0.14105,0.13316,3.1694,3.2371,3.8081,4.5476,4.5236,4.4046,1.8248,1.7657,4.4679,34.913,35.449,1520100,3.9099,0.172,-1.4098,-1.4555,-1.6052,0.11465,2.184,1.0233,0.10222,0.27811,0.011377,0.21238,-1.1968,155.92,0.1423,1212.3,0.25,1.6749,4,0.78735,0.40753,0.46558,2.3612,1.3635,0.24202,5704.6,6555.7,5100.1,0.62255,1.008,1.9737,12.792,1.9083,3.9956,1.4853,5083.3,89.657,1.8519,0.81313,0.15217,-0.69364,1.6636,Q2,0.931,0.49,0.000191,0,11,0.0319,-5.007,0.354,0,139.965,4,0.521
MT0000442827,244.09,3.195,2133.8,2.6754,0.11551,1.4891,0.034299,1.0121,433.64,1.1217,6.5183,0.064255,0.53687,0.34631,0.070218,0.13427,0.78974,0.082582,4.8549,1.6887,6.9734,1.2436,0.0785,0.70619,0.071094,6.5198,2.0807,11.233,0.12917,0.25934,0.073186,0.3491,0.075418,0.52318,0.49895,0.41795,0.13772,-0.031472,0.4494,0.049244,0.041388,0.2584,0.43521,0.46579,0.1763,0.1583,3.5585,3.818,4.5445,4.5644,4.6365,4.9661,2.3404,2.3585,5.8112,-1.941,1.8544,120030,4.9621,0.20409,0.7225,0.57185,-0.19806,0.10144,2.9751,3.1187,0.4018,3.928,0.0047026,0.28783,0.38747,117.26,0.071971,1605.3,0.625,1.2631,5,0.96435,0.40444,1.4965,2.594,1.3635,0.29025,5247.3,6432.9,3574.3,0.42952,0.99998,1.7722,30.876,1.6064,1.7946,0.62861,3596.4,922.56,2.1567,0.73826,0.10526,-0.32044,1.7301,Q1,0.587,0.46,0.393,0.736,10,0.0401,-10.197,0.32,1,157.747,4,0.463
MT0000446304,189.29,1.016,1467.5,1.3364,0.15722,0.49897,0.12823,2.8544,1015.2,0.72559,3.3361,0.068408,0.60097,0.3997,0.061576,0.20697,0.75852,0.23539,3.2001,1.3228,5.5248,0.85168,0.058307,0.35696,0.21563,4.2974,1.5451,8.5253,0.16063,0.28004,0.066349,0.48295,0.065307,0.67926,0.45202,0.3979,0.42735,0.12722,0.38632,0.35187,0.33989,0.37273,0.37146,0.36477,0.19849,0.18298,3.923,4,4.1605,4.597,5.0004,5.7155,2.3893,2.6296,5.7599,24.342,23.867,937080,4.7871,0.27903,-0.096024,0.21402,-0.73229,0.083314,1.691,2.2788,0.26769,1.6813,0.0093998,0.23705,-0.80207,142.43,0.15992,890.36,0.5,2.3027,6,1.2745,0.25492,0.49826,1.9266,1.8602,0.35468,5151.8,5907.7,3213.7,0.35172,1.2279,1.1859,16.273,2.1067,1.6582,0.35425,4401.3,501.9,2.6555,0.66734,0.20455,-0.90857,1.3287,Q3,0.502,0.302,0.349,4.72E-05,1,0.0688,-13.06,0.148,1,87.245,4,0.606
MT0000456939,67.076,0.79231,536.09,5.2839,0.067982,0.014336,0.29827,-0.17387,460.14,0.35095,2.4639,0.026389,0.79161,0.44918,0.020385,0.37382,0.6136,0.087291,1.7237,0.69267,4.4649,0.47189,0.058436,0.20875,0.18098,3.8429,0.74053,6.2932,0.22072,0.39188,0.030231,0.53941,0.037352,0.68994,0.62089,0.5915,-0.27619,-0.32465,0.55325,-0.13824,-0.18715,-0.27539,0.50431,0.52593,0.13274,0.13196,3.0283,3.192,3.4998,3.8769,3.7808,4.2453,1.6831,1.8471,4.7057,35.312,33.608,1393700,3.5067,0.12666,-2.2459,-2.2857,-2.5865,0.12106,1.8007,0.90925,0.08287,-1.1927,0.015678,0.14844,-1.3814,31.111,0.016419,1147.7,0.5,1.582,5,0.82957,0.41834,0.23279,2.0951,0.99768,0.41796,5351.6,5939.7,4524.6,0.50576,2.2601,1,6.1683,1,1,1.45E-15,5007,204.55,1,0.63402,0.076923,-1.7214,1.1312,Q2,0.836,-0.855,0.000991,0.000343,5,0.0645,-7.073,0.0948,1,125.892,4,0.486
MT0000460427,121.35,0.69891,754.65,0.83606,0.10676,1.9812,0.034882,2.8888,501.88,1.1216,6.6673,0.08465,0.45327,0.27953,0.071493,0.13882,0.73618,0.074934,3.3722,1.3131,6.7818,0.99696,0.1089,0.55175,0.050926,6.1934,1.6106,10.114,0.10137,0.24215,0.054851,0.41633,0.061335,0.55466,0.39927,0.39593,0.28241,0.23242,0.40164,0.35577,0.45432,0.53504,0.33959,0.25297,0.19285,0.2172,3.9106,4.2099,4.8727,5.2017,6.1381,8.6042,3.5772,4.0299,8.1185,-2.6522,-3.6746,47524,13.395,0.21568,0.4266,-0.039638,0.41506,0.070667,0.98048,3.0249,0.43224,5.5684,0.0024327,0.34881,0.026504,136.18,0.17762,926.44,0.88889,2.7467,7,1.4076,0.20907,0.33256,1.3635,1.5298,0.52416,4404.9,4997.3,3101.5,0.37238,0.90258,3.115,13.01,2.3752,1.5808,-0.31382,4300.6,608.13,2.047,0.45205,0.13793,1.8788,0.79851,Q4,0.179,-0.462,0.9,0.168,1,0.036,-21.83,0.105,1,81.9,4,0.373
MT0000522789,108.23,2.3625,1115.7,2.4413,0.11895,-0.35339,0.096208,0.32474,368.88,0.55721,4.325,0.046881,0.62864,0.43965,0.040231,0.25144,0.65631,0.067503,2.9971,0.96307,5.3613,1.1209,0.057238,0.35745,0.15055,4.5464,1.4314,8.6678,0.16051,0.29913,0.039441,0.49379,0.049794,0.6063,0.54364,0.47299,0.074059,0.0060094,0.46775,0.017399,0.059067,0.16428,0.39627,0.35563,0.16819,0.16844,3.5114,3.6827,4.3382,4.6304,4.8168,6.0701,2.4656,2.8254,5.9587,12.987,20.474,608520,2.4645,0.13321,-0.64676,-0.78309,-1.4538,0.093737,1.7573,1.8319,0.14935,0.88818,0.0063523,0.19528,-0.83504,166.87,0.097885,1525.2,0.28571,2.3035,6,1.1274,0.25907,0.23279,1.4965,1.8291,0.3839,5065,5834.2,3854.2,0.3309,0.62838,2.7154,20.593,1.5356,2.0689,0.11266,4388.9,406.04,2.5294,0.47429,0.14,-1.3396,1.1312,Q4,0.328,0.148,0.848,0,9,0.0313,-10.217,0.165,1,93.298,4,0.602
MT0000534539,97.594,1.0367,695.72,0.93639,0.13589,1.6181,0.056318,1.7878,688.6,0.83551,4.9856,0.074232,0.53425,0.29761,0.051979,0.16489,0.91312,0.096781,2.7078,1.2836,5.9351,1.1256,0.093869,0.68093,0.085925,6.2618,1.6854,11.5,0.14148,0.27469,0.068031,0.34858,0.053579,0.62715,0.55127,0.47472,0.14027,0.17894,0.42169,0.38109,0.16306,0.21547,0.36979,0.38836,0.1643,0.16081,3.6223,3.697,4.3444,4.9467,4.9903,5.5964,2.2945,2.4424,6.3655,8.646,9.7302,163560,8.2454,0.23022,0.53123,0.69237,0.23652,0.089047,1.2796,2.1743,0.32868,2.9396,0.0036056,0.32125,-0.20643,213.16,0.061708,1266.2,0.25,2.8969,7,1.452,0.17896,0.33256,0.99768,1.3635,0.40724,4376.3,5105.8,3630.1,0.040152,0.98812,2.9248,17.253,2.8237,1.6082,0.17607,3834,310.12,2.7864,0,0.27027,0.34534,1.098,Q3,0.318,-0.827,0.954,0.000516,4,0.0293,-10.029,0.152,0,95.517,4,0.318
MT0000540286,229.87,2.4777,2093.9,2.1738,0.18056,-0.083831,0.031977,0.99656,415.14,1.5236,8.2254,0.055468,0.53895,0.27872,0.095021,0.074617,0.83251,0.062911,4.9484,1.8843,7.2957,2.7106,0.055645,0.6616,0.16037,7.4236,3.2926,15.556,0.18819,0.24442,0.068974,0.303,0.067785,0.46023,0.37495,0.32777,0.57312,0.62787,0.30834,0.59473,0.58744,1.0521,0.19558,0.15692,0.14882,0.26369,4.1448,4.3323,5.5073,6.08,6.5708,8.9685,3.0937,4.362,9.4906,-8.7846,-12.098,471490,1.115,0.23862,0.070507,-0.48334,-0.55984,0.087848,2.2978,1.1112,0.21046,1.3667,0.0030588,0.32831,-0.0083204,35.357,0.036553,549.28,0.84211,1.5257,5,0.89425,0.46062,1.2637,2.6272,1.6961,0.38064,5896.4,6776.6,5003.7,0.54177,0.74038,2.1334,17.392,1.9654,2.8527,1.15,4754.3,808.39,1.7583,0.80775,0.16901,-0.25278,2.2957,Q1,0.303,0.714,0.971,0.153,7,0.16,-11.804,0.165,1,100.585,4,0.722
MT0000550961,107.23,1.967,1127,1.137,0.10246,1.3418,0.1024,2.1833,614.64,0.67065,4.2383,0.053734,0.60374,0.35089,0.077414,0.19936,0.88196,0.063181,2.8544,0.87949,6.3245,1.0909,0.082252,0.389,0.0767,6.1211,1.2687,10.274,0.1471,0.28534,0.066872,0.39564,0.054408,0.58899,0.37524,0.36027,0.52976,0.32913,0.31529,0.79828,0.81746,0.7285,0.34279,0.28869,0.14892,0.17063,3.9786,4.7004,5.1398,4.8532,5.3521,6.8329,2.4537,2.3101,8.5719,9.257,6.408,209520,6.0612,0.16809,0.71717,0.257,-0.56571,0.069746,1.1696,1.789,0.26121,2.897,0.00034792,0.34134,-0.066464,76.619,0.082638,951.38,0.27273,2.7305,7,1.5035,0.25869,0.2993,0.93117,0.76489,0.70705,4371.2,4513.8,3958.7,0,0.83253,1.9238,12.804,2.5935,3.0239,1.1632,3956.8,285.18,3.312,0.030197,0.34615,-0.1944,1.0314,Q4,0.236,-0.478,0.573,3.20E-06,9,0.028,-15.05,0.327,1,93.135,4,0.497
MT0000636335,172.87,3.3799,1905.7,2.7757,0.13298,1.0327,0.065509,0.92937,747.84,0.86886,5.3507,0.069152,0.59132,0.41822,0.051348,0.20162,0.8382,0.1059,3.9185,1.6756,5.3405,0.99266,0.090024,0.45397,0.096865,5.9492,1.882,11.039,0.15263,0.25191,0.074844,0.35966,0.070354,0.51727,0.41,0.38661,0.35447,0.39798,0.38575,0.33234,0.3095,0.31295,0.37261,0.41016,0.19985,0.18022,3.7528,4.2111,4.6813,4.8297,5.0076,5.4812,2.3226,2.5735,5.6549,22.335,21.665,258580,6.2511,0.22172,-0.79683,-0.41908,-0.93877,0.049622,3.7883,1.5982,0.23967,1.0155,0.0074365,0.22658,-0.81726,80.68,0.12902,1555.8,0.42857,2.1745,6,1.0862,0.20985,0.59861,1.6961,2.3279,0.41957,5029.6,5837.3,3940.9,0.42182,0.87829,2.3639,10.45,2.7375,2.2369,0.6317,4507.3,403,2.1075,0.7127,0.30357,-0.45428,1.1645,Q4,0.621,0.842,0.76,0.0675,9,0.0491,-9.389,0.255,0,102.76,3,0.741
MT0000661250,153.76,1.4748,1262.1,2.3477,0.14336,0.48967,0.065408,1.3076,571.62,1.1074,6.0417,0.060322,0.61722,0.37321,0.081697,0.13507,0.80273,0.083205,3.6758,1.7705,5.2756,1.6956,0.06212,0.58377,0.12851,6.6205,2.3965,12.142,0.15795,0.26801,0.06784,0.37827,0.07453,0.49882,0.47187,0.42276,0.16906,0.076276,0.39265,0.14786,0.19425,0.37365,0.29061,0.23159,0.18873,0.19891,3.7935,4.0068,4.7145,5.6777,5.8636,7.4367,2.9402,4.014,9.0872,4.9377,10.663,363490,3.4202,0.20008,-0.054166,-0.13716,-0.6469,0.087307,1.2707,1.573,0.20717,1.3732,0.0062689,0.26055,-0.69185,220.81,0.13641,1138.7,0.33333,2.6332,7,1.3625,0.18868,0.37755,1.5788,1.9907,0.3999,5349.5,5774,4608.8,0.34926,1.4781,1.2904,22.169,1.3595,1.7081,0.15065,4814.5,300.92,2.0325,0.72283,0.10417,-0.13662,1.4419,Q3,0.164,-0.438,0.917,0.000104,0,0.0528,-15.9,0.114,1,134.464,3,0.507
MT0000661847,78.211,1.0357,648.73,2.8092,0.077133,0.30422,0.054242,1.5343,401,0.81271,5.9768,0.042812,0.5547,0.3863,0.057473,0.2648,0.85365,0.028166,2.0343,0.82844,5.6607,1.1614,0.06651,0.4435,0.049301,6.7602,1.2779,9.8084,0.125,0.28328,0.067571,0.39317,0.06022,0.60163,0.43703,0.43238,0.058548,0.10164,0.34887,0.45381,0.64473,0.23733,0.42315,0.32435,0.17638,0.19061,3.9703,4.5731,4.3437,4.444,5.1428,6.569,2.6742,3.1093,8.1278,12.351,9.8663,157730,7.3241,0.147,-0.47062,-0.45359,-1.2712,0.066817,1.1231,2.0776,0.25797,0.86099,0,0.42315,-0.8959,63.538,0.057992,1211.7,0.4,3.4983,8,1.544,0.096718,0.033256,0.49884,0.76489,1.0106,4749.9,5347.6,4144.2,0.157,1.0082,2.3362,20.748,2.2576,2.2346,0.77755,3698.7,469.93,2.2283,0.32455,0.26471,0.64739,0.6987,Q4,0.139,-0.654,0.809,3.30E-06,6,0.0299,-12.688,0.121,1,105.407,3,0.459
MT0000664362,267,4.5684,3141.4,2.8761,0.14047,0.75463,0.023294,1.7774,762.07,1.4603,8.7082,0.11548,0.41262,0.40285,0.070812,0.21116,0.6238,0.29075,5.7399,1.7144,6.6565,0.93888,0.1556,0.53329,0.20225,5.3435,1.9355,11.914,0.090082,0.26571,0.075021,0.4012,0.07859,0.53137,0.55237,0.53925,-0.17448,-0.24222,0.51043,-0.073506,-0.24399,-0.28884,0.4947,0.50803,0.17325,0.13015,3.2536,3.4383,3.6914,4.0368,4.3273,4.6776,2.5936,2.4624,4.4654,7.7495,8.1314,65017,14.388,0.27116,0.85464,-0.061,0.19511,0.10875,3.472,2.4156,0.44595,4.6928,0.0032397,0.30491,0.5846,69.022,0.024075,1503.6,0.8,1.5564,6,1.0768,0.39981,1.4965,2.4277,1.164,0.24252,4200.3,5369.2,3045.9,0.1492,0.47582,2,13.939,1.787,2.0268,-0.34631,4304.7,706.36,1.887,0.68605,0.1,-0.28351,1.1312,Q1,0.317,0.088,0.418,4.16E-05,0,0.104,-11.768,0.226,1,76.706,4,0.688
MT0000711493,222.21,4.3978,2606.1,2.8426,0.12826,0.034591,0.146,1.3911,863.99,0.59971,3.2786,0.059382,0.64091,0.4435,0.04511,0.24408,0.73518,0.20162,3.877,1.409,5.1347,0.71774,0.062384,0.29179,0.16874,4.1113,1.5535,8.5412,0.14475,0.3016,0.068434,0.43831,0.048659,0.69628,0.48819,0.46619,0.088169,0.25098,0.42466,0.19283,0.12658,0.22057,0.39584,0.43153,0.18174,0.17351,3.5912,3.7042,4.1148,4.556,4.3307,5.0071,2.0907,2.6157,5.3259,29.684,29.282,1445200,4.8008,0.24565,-0.61157,-1.4091,-1.348,0.084678,1.2707,1.3171,0.16065,1.2537,0.0091329,0.21248,-0.81165,128.07,0.079261,1377.1,0.4375,2.1334,6,1.1312,0.24614,0.43233,1.9954,1.9288,0.50771,4743.8,5302,4049.1,0.23722,1.0334,1.5102,11.857,2.3979,5.0906,1.4428,4108.8,272.22,2.1729,0.23758,0.25532,-0.44216,1.4639,Q4,0.66,0.928,0.275,0.000155,1,0.0444,-9.575,0.1,1,86.102,4,0.689
MT0000729701,59.629,0.52296,427.78,2.9764,0.06306,-0.11607,0.3955,1.1417,466.8,0.22092,1.4568,0.027048,0.79547,0.47199,0.016058,0.41822,0.38324,0.12957,1.6817,0.60105,4.4424,0.392,0.038119,0.13882,0.3055,1.3436,0.71649,3.9808,0.16581,0.47865,0.031378,0.60486,0.030283,0.71253,0.63017,0.60361,-0.28302,-0.22182,0.59736,-0.25749,-0.30658,-0.10133,0.58256,0.57639,0.10712,0.10478,2.7604,2.7795,3.0092,3.2434,3.5612,3.663,1.0229,1.2659,4.3372,33.927,36.663,2844000,2.6225,0.13932,-3.1631,-3.1876,-2.697,0.10953,1.602,0.7615,0.054978,0.485,0.011371,0.21111,-1.7696,0,0,0,0,0.68591,3,0.65264,0.4778,0.36581,0.69837,0.033256,0.23091,6505.2,7339.8,5819.6,0.58978,0,0,0,0,0,0,5272.1,0,0,1,0.066667,-1.5837,1.0647,Q2,0.72,-0.092,3.57E-06,0.879,5,0.0415,-7.592,0.0916,1,141.859,4,0.347
